0,0.521709
0.031746,0.521573
0.0634921,0.521301
0.0952381,0.520894
0.126984,0.520350
0.15873,0.519671
0.190476,0.518855
0.222222,0.517903
0.253968,0.516815
0.285714,0.515591
0.31746,0.514229
0.349206,0.512731
0.380952,0.511096
0.412698,0.509324
0.444444,0.507415
0.47619,0.505368
0.507937,0.503182
0.539683,0.500859
0.571429,0.498397
0.603175,0.495797
0.634921,0.493259
0.666667,0.490783
0.698413,0.488369
0.730159,0.486016
0.761905,0.483725
0.793651,0.481495
0.825397,0.479325
0.857143,0.477216
0.888889,0.475166
0.920635,0.473177
0.952381,0.471247
0.984127,0.469377
1.01587,0.467566
1.04762,0.465813
1.07937,0.464120
1.11111,0.462484
1.14286,0.460907
1.1746,0.459389
1.20635,0.457928
1.2381,0.456524
1.26984,0.455178
1.30159,0.453890
1.33333,0.452659
1.36508,0.451484
1.39683,0.450367
1.42857,0.449306
1.46032,0.448302
1.49206,0.447355
1.52381,0.446464
1.55556,0.445629
1.5873,0.444850
1.61905,0.444127
1.65079,0.443460
1.68254,0.442849
1.71429,0.442294
1.74603,0.441794
1.77778,0.441351
1.80952,0.440962
1.84127,0.440630
1.87302,0.440353
1.90476,0.440131
1.93651,0.439965
1.96825,0.439854
2,0.439798
