0,0.242752
0.031746,0.242694
0.0634921,0.242577
0.0952381,0.242401
0.126984,0.242168
0.15873,0.241875
0.190476,0.241525
0.222222,0.241115
0.253968,0.240647
0.285714,0.240121
0.31746,0.239535
0.349206,0.238891
0.380952,0.238188
0.412698,0.237426
0.444444,0.236605
0.47619,0.235725
0.507937,0.234786
0.539683,0.233787
0.571429,0.232729
0.603175,0.231611
0.634921,0.230520
0.666667,0.229455
0.698413,0.228417
0.730159,0.227406
0.761905,0.226420
0.793651,0.225461
0.825397,0.224527
0.857143,0.223619
0.888889,0.222737
0.920635,0.221881
0.952381,0.221050
0.984127,0.220245
1.01587,0.219465
1.04762,0.218711
1.07937,0.217981
1.11111,0.217277
1.14286,0.216598
1.1746,0.215943
1.20635,0.215314
1.2381,0.214709
1.26984,0.214129
1.30159,0.213574
1.33333,0.213043
1.36508,0.212537
1.39683,0.212056
1.42857,0.211598
1.46032,0.211165
1.49206,0.210757
1.52381,0.210373
1.55556,0.210013
1.5873,0.209677
1.61905,0.209365
1.65079,0.209077
1.68254,0.208814
1.71429,0.208575
1.74603,0.208359
1.77778,0.208168
1.80952,0.208000
1.84127,0.207857
1.87302,0.207737
1.90476,0.207642
1.93651,0.207570
1.96825,0.207522
2,0.207498
