0,0.302932
0.031746,0.302915
0.0634921,0.302880
0.0952381,0.302827
0.126984,0.302757
0.15873,0.302669
0.190476,0.302563
0.222222,0.302441
0.253968,0.302300
0.285714,0.302142
0.31746,0.301966
0.349206,0.301773
0.380952,0.301562
0.412698,0.301334
0.444444,0.301087
0.47619,0.300824
0.507937,0.300542
0.539683,0.300243
0.571429,0.299927
0.603175,0.299593
0.634921,0.299266
0.666667,0.298947
0.698413,0.298635
0.730159,0.298331
0.761905,0.298035
0.793651,0.297746
0.825397,0.297464
0.857143,0.297190
0.888889,0.296924
0.920635,0.296665
0.952381,0.296413
0.984127,0.296169
1.01587,0.295932
1.04762,0.295703
1.07937,0.295481
1.11111,0.295267
1.14286,0.295060
1.1746,0.294861
1.20635,0.294669
1.2381,0.294484
1.26984,0.294307
1.30159,0.294137
1.33333,0.293975
1.36508,0.293820
1.39683,0.293672
1.42857,0.293532
1.46032,0.293400
1.49206,0.293274
1.52381,0.293156
1.55556,0.293046
1.5873,0.292943
1.61905,0.292847
1.65079,0.292758
1.68254,0.292677
1.71429,0.292604
1.74603,0.292537
1.77778,0.292478
1.80952,0.292427
1.84127,0.292383
1.87302,0.292346
1.90476,0.292316
1.93651,0.292294
1.96825,0.292280
2,0.292272
