0,0.703753
0.031746,0.703649
0.0634921,0.703442
0.0952381,0.703130
0.126984,0.702714
0.15873,0.702195
0.190476,0.701571
0.222222,0.700844
0.253968,0.700012
0.285714,0.699076
0.31746,0.698036
0.349206,0.696892
0.380952,0.695643
0.412698,0.694290
0.444444,0.692832
0.47619,0.691270
0.507937,0.689603
0.539683,0.687831
0.571429,0.685955
0.603175,0.683973
0.634921,0.682037
0.666667,0.680147
0.698413,0.678302
0.730159,0.676504
0.761905,0.674750
0.793651,0.673042
0.825397,0.671379
0.857143,0.669762
0.888889,0.668189
0.920635,0.666661
0.952381,0.665178
0.984127,0.663740
1.01587,0.662346
1.04762,0.660997
1.07937,0.659692
1.11111,0.658432
1.14286,0.657216
1.1746,0.656044
1.20635,0.654916
1.2381,0.653832
1.26984,0.652791
1.30159,0.651795
1.33333,0.650843
1.36508,0.649934
1.39683,0.649069
1.42857,0.648248
1.46032,0.647470
1.49206,0.646736
1.52381,0.646045
1.55556,0.645397
1.5873,0.644793
1.61905,0.644232
1.65079,0.643715
1.68254,0.643240
1.71429,0.642809
1.74603,0.642421
1.77778,0.642077
1.80952,0.641775
1.84127,0.641517
1.87302,0.641301
1.90476,0.641129
1.93651,0.641000
1.96825,0.640914
2,0.640871
