0,0.391282
0.031746,0.391180
0.0634921,0.390976
0.0952381,0.390670
0.126984,0.390263
0.15873,0.389753
0.190476,0.389141
0.222222,0.388428
0.253968,0.387611
0.285714,0.386693
0.31746,0.385672
0.349206,0.384549
0.380952,0.383322
0.412698,0.381993
0.444444,0.380561
0.47619,0.379026
0.507937,0.377387
0.539683,0.375644
0.571429,0.373798
0.603175,0.371848
0.634921,0.369944
0.666667,0.368087
0.698413,0.366277
0.730159,0.364512
0.761905,0.362794
0.793651,0.361121
0.825397,0.359494
0.857143,0.357912
0.888889,0.356375
0.920635,0.354883
0.952381,0.353435
0.984127,0.352033
1.01587,0.350674
1.04762,0.349360
1.07937,0.348090
1.11111,0.346863
1.14286,0.345681
1.1746,0.344541
1.20635,0.343446
1.2381,0.342393
1.26984,0.341384
1.30159,0.340417
1.33333,0.339494
1.36508,0.338613
1.39683,0.337775
1.42857,0.336980
1.46032,0.336227
1.49206,0.335516
1.52381,0.334848
1.55556,0.334221
1.5873,0.333637
1.61905,0.333095
1.65079,0.332595
1.68254,0.332137
1.71429,0.331720
1.74603,0.331346
1.77778,0.331013
1.80952,0.330722
1.84127,0.330472
1.87302,0.330264
1.90476,0.330098
1.93651,0.329973
1.96825,0.329890
2,0.329849
