0,0.245941
0.031746,0.245873
0.0634921,0.245738
0.0952381,0.245534
0.126984,0.245263
0.15873,0.244925
0.190476,0.244518
0.222222,0.244043
0.253968,0.243501
0.285714,0.242890
0.31746,0.242211
0.349206,0.241464
0.380952,0.240649
0.412698,0.239765
0.444444,0.238812
0.47619,0.237791
0.507937,0.236701
0.539683,0.235542
0.571429,0.234314
0.603175,0.233017
0.634921,0.231751
0.666667,0.230516
0.698413,0.229312
0.730159,0.228139
0.761905,0.226997
0.793651,0.225885
0.825397,0.224803
0.857143,0.223752
0.888889,0.222731
0.920635,0.221739
0.952381,0.220778
0.984127,0.219846
1.01587,0.218943
1.04762,0.218071
1.07937,0.217227
1.11111,0.216412
1.14286,0.215627
1.1746,0.214871
1.20635,0.214143
1.2381,0.213444
1.26984,0.212774
1.30159,0.212133
1.33333,0.211520
1.36508,0.210935
1.39683,0.210379
1.42857,0.209851
1.46032,0.209352
1.49206,0.208880
1.52381,0.208436
1.55556,0.208021
1.5873,0.207633
1.61905,0.207274
1.65079,0.206942
1.68254,0.206638
1.71429,0.206362
1.74603,0.206113
1.77778,0.205892
1.80952,0.205699
1.84127,0.205534
1.87302,0.205396
1.90476,0.205285
1.93651,0.205203
1.96825,0.205148
2,0.205120
