0,0.342358
0.031746,0.342225
0.0634921,0.341960
0.0952381,0.341563
0.126984,0.341032
0.15873,0.340369
0.190476,0.339572
0.222222,0.338643
0.253968,0.337580
0.285714,0.336384
0.31746,0.335054
0.349206,0.333590
0.380952,0.331992
0.412698,0.330259
0.444444,0.328391
0.47619,0.326388
0.507937,0.324248
0.539683,0.321973
0.571429,0.319561
0.603175,0.317012
0.634921,0.314527
0.666667,0.312105
0.698413,0.309746
0.730159,0.307450
0.761905,0.305215
0.793651,0.303042
0.825397,0.300930
0.857143,0.298879
0.888889,0.296888
0.920635,0.294957
0.952381,0.293085
0.984127,0.291272
1.01587,0.289518
1.04762,0.287823
1.07937,0.286185
1.11111,0.284605
1.14286,0.283083
1.1746,0.281617
1.20635,0.280209
1.2381,0.278856
1.26984,0.277560
1.30159,0.276320
1.33333,0.275136
1.36508,0.274007
1.39683,0.272933
1.42857,0.271915
1.46032,0.270951
1.49206,0.270042
1.52381,0.269187
1.55556,0.268386
1.5873,0.267640
1.61905,0.266947
1.65079,0.266308
1.68254,0.265723
1.71429,0.265192
1.74603,0.264714
1.77778,0.264289
1.80952,0.263918
1.84127,0.263600
1.87302,0.263335
1.90476,0.263123
1.93651,0.262964
1.96825,0.262858
2,0.262805
